budget,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection,genre,production_company,production_country,language,release_year,return,collection_id,genre_id,company_id
27000000,849,en,9.848674,1983-07-29,16519460.0,117.0,Krull,5.8,130.0,,"Fantasy, Action, Adventure","Columbia Pictures Corporation, Barclays Mercantile Industrial Finance","Spain, United Kingdom, Italy, United States of America",English,1983,0.6118318518518518,,"14, 28, 12","441, 553"
0,27223,en,1.628303,1985-03-15,0.0,91.0,Lost in America,7.3,29.0,,Comedy,"The Geffen Company, Marty Katz Productions",United States of America,English,1985,0.0,,35,"2956, 12552"
0,2981,en,2.968503,1925-06-22,0.0,106.0,The Lost World,6.6,27.0,,"Adventure, Drama, Fantasy, Science Fiction",First National Bank of Chicago (London Branch),United States of America,English,1925,0.0,,"12, 18, 14, 878",426
0,39266,de,4.558863,1935-03-28,0.0,114.0,Triumph of the Will,6.9,62.0,,Documentary,,Germany,Deutsch,1935,0.0,,99,
0,31863,en,5.832721,1989-02-17,0.0,105.0,True Believer,6.3,25.0,,"Crime, Drama",Columbia Pictures,United States of America,English,1989,0.0,,"80, 18",5
17000000,11307,en,5.036929,1982-08-13,29712172.0,136.0,The World According to Garp,6.9,87.0,,Comedy,"Warner Bros., Pan Arts",United States of America,English,1982,1.7477748235294117,,35,"6194, 8792"
3000000,46498,en,4.640419,1968-12-17,0.0,124.0,Candy,5.3,12.0,,"Fantasy, Comedy, Adventure","Corona Cinematografica, American Broadcasting Company (ABC), Dear Film Produzione","France, Italy, United States of America",English,1968,0.0,,"14, 35, 12","1820, 3065, 11929"
3000000,11163,it,4.214637,1969-09-18,0.0,129.0,Fellini Satyricon,7.0,64.0,,"Drama, Fantasy",Produzioni Europee Associati (PEA),"Italy, France","Italiano, Latin",1969,0.0,,"18, 14",7508
0,11035,it,2.46757,1972-03-15,0.0,128.0,Roma,6.6,45.0,,"Comedy, Drama","Les Productions Artistes Associés, Ultra Film",Italy,"English, Français, Italiano",1972,0.0,,"35, 18","64, 11994"
0,18691,en,1.151937,1966-01-01,0.0,87.0,Frankie and Johnny,5.9,9.0,,"Comedy, Drama, Music, Romance",,United States of America,English,1966,0.0,,"35, 18, 10402, 10749",
0,3784,en,6.889748,1991-10-18,22773535.0,118.0,Frankie and Johnny,6.6,115.0,,"Drama, Comedy, Romance",Paramount Pictures,United States of America,English,1991,inf,,"18, 35, 10749",4
12000000,78133,en,4.497919,1993-11-05,1703282.0,104.0,A Home of Our Own,7.0,14.0,,"Comedy, Drama","PolyGram Filmed Entertainment, A&M Films",United States of America,English,1993,0.14194016666666667,,"35, 18","1382, 11043"
0,22829,en,2.952978,1964-03-01,0.0,110.0,Paris When It Sizzles,6.3,44.0,,"Comedy, Romance","Paramount Pictures, Richard Quine Productions, George Axelrod Productions",United States of America,English,1964,0.0,,"35, 10749","4, 4146, 4147"
0,35717,fr,1.698111,1999-05-12,0.0,134.0,Pola X,6.0,14.0,,"Drama, Romance","Degeto Film, Arena Films, Canal+","France, Germany, Japan, Switzerland",Français,1999,0.0,,"18, 10749","986, 1243, 5358"
0,11936,it,2.146237,1980-03-28,0.0,149.0,City of Women,6.8,28.0,,"Comedy, Drama",,"France, Italy",Italiano,1980,0.0,,"35, 18",
40000000,25221,en,10.336913,1991-11-22,23202444.0,138.0,For the Boys,6.5,20.0,,"Music, Drama",All Girl Productions,United States of America,English,1991,0.5800611,,"10402, 18",10535
0,19494,en,15.458258,1980-12-18,0.0,110.0,Nine to Five,6.7,102.0,,Comedy,"Twentieth Century Fox Film Corporation, IPC Films",United States of America,"Français, English",1980,0.0,,35,"306, 630"
0,40842,en,2.84023,1979-03-02,22228000.0,110.0,Norma Rae,6.9,31.0,,Drama,Twentieth Century Fox Film Corporation,United States of America,English,1979,inf,,18,306
0,19357,en,12.372036,1985-08-09,24689703.0,87.0,Summer Rental,6.5,44.0,,Comedy,Paramount Pictures,United States of America,"English, Español",1985,inf,,35,4
0,33743,en,3.52006,1953-07-01,0.0,89.0,"The 5,000 Fingers of Dr. T.",6.7,12.0,,"Family, Fantasy, Music","Columbia Pictures Corporation, Stanley Kramer Productions",United States of America,English,1953,0.0,,"10751, 14, 10402","441, 893"
0,32924,en,3.981125,1990-04-03,0.0,98.0,Catchfire,5.8,16.0,,"Drama, Action, Thriller, Romance",,,English,1990,0.0,,"18, 28, 53, 10749",
2200000,9062,en,6.127903,1970-12-16,136400000.0,99.0,Love Story,6.6,123.0,,"Drama, Romance",Paramount Pictures,United States of America,"English, Español",1970,62.0,,"18, 10749",4
0,11174,da,1.958105,1987-12-25,0.0,157.0,Pelle the Conqueror,6.9,32.0,,Drama,"Odyssey Entertainment, Svensk Filmindustri (SF), Per Holst Filmproduktion","Denmark, Sweden","Dansk, svenska",1987,0.0,,18,"3539, 6181, 17666"
0,934,fr,4.071187,1955-04-13,460226.0,122.0,Rififi,7.7,90.0,,"Drama, Action, Crime","Société Nationale Pathé Cinéma, Prima Films, Indusfilms",France,"English, Français, Italiano",1955,inf,,"18, 28, 80","222, 603, 18844"
65000000,9476,en,10.90061,2001-05-11,117487473.0,132.0,A Knight's Tale,6.6,933.0,,"Adventure, Drama, Romance, Action","Columbia Pictures Corporation, Escape Artists, Black and Blu Entertainment, Finestkind",United States of America,English,2001,1.8074995846153845,,"12, 18, 10749, 28","441, 1423, 53007, 53008"
0,37691,en,1.428582,2000-05-10,0.0,110.0,Bread and Roses,6.3,14.0,,"Comedy, Drama","Alta Films S.A., Parallax Pictures","United Kingdom, France, Germany, Spain, Italy, Switzerland","English, Español",2000,0.0,,"35, 18","697, 983"
0,115810,en,0.50905,2000-10-06,0.0,105.0,Calle 54,6.0,6.0,,"Documentary, Music, Foreign",,"Spain, Italy, France, Mexico, Belgium","Español, Français, English",2000,0.0,,"99, 10402, 10769",
0,10613,en,5.43754,2000-05-11,0.0,110.0,The King Is Alive,5.8,9.0,,Drama,"Newmarket Capital Group, Good Machine","Denmark, Sweden, United States of America","English, Français",2000,0.0,,18,"506, 10565"
0,19094,en,1.650666,2001-05-11,1079726.0,111.0,Sordid Lives,5.8,14.0,,Comedy,"Daly-Harris Productions, Davis Entertainment Classics, Sordid Lives LLC",United States of America,English,2001,inf,,35,"7069, 7070, 7071"
0,14268,en,0.587588,2001-01-01,0.0,107.0,Startup.com,6.3,7.0,,Documentary,,United States of America,English,2001,0.0,,99,
53000000,5852,en,5.3962,2001-05-15,29700000.0,102.0,Angel Eyes,5.5,91.0,,"Drama, Romance, Thriller","Epsilon Motion Pictures, Morgan Creek Productions, The Canton Company, AE Two Film Productions, Angel Eyes Productions",United States of America,English,2001,0.560377358490566,,"18, 10749, 53","1171, 10210, 22351, 89132, 89133"
60000000,808,en,17.987728,2001-05-16,484409218.0,90.0,Shrek,7.3,4183.0,Shrek Collection,"Adventure, Animation, Comedy, Family, Fantasy","DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",United States of America,English,2001,8.073486966666668,2150,"12, 16, 35, 10751, 14","27, 520, 521"
0,49453,en,1.166622,2000-05-15,0.0,95.0,Fast Food Fast Women,5.8,8.0,,"Comedy, Romance",,"France, Italy, United States of America",English,2000,0.0,,"35, 10749",
52500000,824,en,13.691781,2001-03-09,179213434.0,127.0,Moulin Rouge!,7.4,1348.0,,"Drama, Music, Romance","Bazmark Films, Twentieth Century Fox Film Corporation","Australia, United States of America","Français, Español, English",2001,3.413589219047619,,"18, 10402, 10749","240, 306"
0,37558,fr,0.142742,1999-04-06,0.0,0.0,Little Brothers,5.4,4.0,,"Drama, Foreign",,France,Français,1999,0.0,,"18, 10769",
140000000,676,en,11.419388,2001-05-21,449220945.0,183.0,Pearl Harbor,6.6,1833.0,,"History, Romance, War","Jerry Bruckheimer Films, Touchstone Pictures",United States of America,"Français, English, 日本語",2001,3.208721035714286,,"36, 10749, 10752","130, 9195"
0,88727,no,0.072099,1998-12-26,0.0,100.0,Bloody Angels,9.0,2.0,,"Thriller, Drama",,Norway,Norsk,1998,0.0,,"53, 18",
0,26813,en,1.349366,1999-01-01,0.0,108.0,Himalaya,6.9,18.0,,"Adventure, Drama","France 2 Cinéma, Bac Films, Galatée Films, Canal+, Les Productions de la Guéville, Les Productions JMH, Antelope Films, National Studio Limited (Katmandu)","France, Nepal, Switzerland, United Kingdom",,1999,0.0,,"12, 18","83, 208, 793, 5358, 17873, 19289, 95810, 95811"
0,29572,en,5.15599,2000-08-29,0.0,96.0,The Man Who Cried,5.8,57.0,,"Drama, Music, Romance, War",,"France, United Kingdom","English, Français, Italiano, Română, Pусский, ",2000,0.0,,"18, 10402, 10749, 10752",
0,48109,en,0.546957,2000-01-21,0.0,95.0,Our Song,6.4,7.0,,Drama,"Journeyman Pictures, Beech Hill Films, Independent Film Channel (IFC)",United States of America,"Español, English",2000,0.0,,18,"2291, 6847, 8857"
0,291675,en,0.001187,2001-02-14,0.0,0.0,Gabriela,0.0,0.0,,,,,,2001,0.0,,,
0,50541,en,3.335968,1978-12-31,0.0,108.0,Ice Castles,6.3,15.0,,"Drama, Romance",Columbia Pictures Corporation,,English,1978,0.0,,"18, 10749",441
0,26255,en,8.358541,1992-11-13,754935.0,97.0,Love Potion No. 9,5.4,67.0,,"Comedy, Romance","Twentieth Century Fox Film Corporation, Penta Pictures",United States of America,English,1992,inf,,"35, 10749","306, 11018"
22000000,22414,en,2.523655,1990-09-12,39071603.0,101.0,Postcards from the Edge,6.3,53.0,,"Comedy, Drama",Columbia Pictures,United States of America,English,1990,1.7759819545454545,,"35, 18",5
0,43329,en,1.607794,1954-07-09,0.0,91.0,Apache,5.8,23.0,,"Action, Western",Hecht-Lancaster Productions,United States of America,English,1954,0.0,,"28, 37",30724
0,42233,en,0.760215,1976-01-01,0.0,123.0,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",5.7,20.0,,"Western, Comedy","Lions Gate Films, United Artists",United States of America,English,1976,0.0,,"37, 35","35, 60"
27000000,1406,en,7.334686,1991-06-07,179033791.0,112.0,City Slickers,6.2,232.0,City Slickers Collection,"Action, Adventure, Comedy, Drama, Western","Columbia Pictures, New Line Cinema, Castle Rock Entertainment",United States of America,"English, Deutsch",1991,6.630881148148148,150156,"28, 12, 35, 18, 37","5, 12, 97"
0,13554,en,4.861698,1988-09-02,0.0,119.0,Eight Men Out,7.5,63.0,,"Drama, History",Orion Pictures,United States of America,English,1988,0.0,,"18, 36",41
0,17664,en,10.313171,1959-06-11,0.0,115.0,The Horse Soldiers,6.8,40.0,,"War, Western","United Artists, Mahin-Rackin",United States of America,English,1959,0.0,,"10752, 37","60, 10699"
0,66035,en,0.786025,1955-08-01,0.0,104.0,The Kentuckian,6.0,9.0,,"Action, Western",Hecht-Lancaster Productions,United States of America,English,1955,0.0,,"28, 37",30724
0,41050,it,3.872462,1961-01-23,0.0,115.0,La Notte,7.7,72.0,Alienation Trilogy,Drama,"Silver Films, Nepi Film, Sofitedip","Italy, France",Italiano,1961,0.0,441439,18,"142, 17871, 17872"
15000000,1632,en,13.971865,1988-12-08,34604000.0,128.0,Mississippi Burning,7.4,336.0,,"Thriller, Crime, Drama",Orion Pictures,United States of America,English,1988,2.3069333333333333,,"53, 80, 18",41
2000000,966,en,10.650752,1960-10-22,4905000.0,128.0,The Magnificent Seven,7.4,472.0,The Magnificent Seven Collection,Western,"The Mirisch Corporation, Alpha Productions",United States of America,"English, Español",1960,2.4525,110021,37,"219, 20931"
0,12639,en,3.057434,1966-10-19,0.0,95.0,Return of the Seven,5.3,35.0,The Magnificent Seven Collection,Western,"C.B. Films S.A., The Mirisch Production Company","Spain, United States of America","English, Español",1966,0.0,110021,37,"2101, 11579"
0,301,en,10.847383,1959-03-17,5800000.0,141.0,Rio Bravo,7.6,265.0,,Western,Warner Bros.,United States of America,"English, Español",1959,inf,,37,6194
900000,31527,en,6.183889,1934-05-09,0.0,104.0,The Scarlet Empress,6.7,23.0,,"Drama, History, Romance",Paramount Pictures,United States of America,English,1934,0.0,,"18, 36, 10749",4
0,4988,en,2.630796,1977-11-18,0.0,108.0,Semi-Tough,5.6,11.0,,"Comedy, Drama, Romance","United Artists, Charley Associates",United States of America,English,1977,0.0,,"35, 18, 10749","60, 1813"
0,12623,en,10.638289,1987-10-23,18782400.0,121.0,Suspect,6.4,45.0,,"Crime, Drama, Thriller",TriStar Pictures,United States of America,English,1987,inf,,"80, 18, 53",559
14000000,11896,en,6.573364,1987-12-11,57915972.0,88.0,Throw Momma from the Train,6.0,147.0,,"Crime, Comedy",Orion Pictures,United States of America,English,1987,4.136855142857143,,"80, 35",41
0,25538,zh,8.930431,2000-09-20,0.0,173.0,Yi Yi,7.7,98.0,,"Drama, Romance","Omega Project, AtomFilms, Nemuru Otoko Seisaku Iinkai","Taiwan, Japan","English, 日本語, 普通话",2000,0.0,,"18, 10749","1195, 30241, 30242"
0,17971,en,7.922416,1980-02-08,0.0,112.0,Midnight Madness,5.4,14.0,,"Comedy, Family",Walt Disney Productions,United States of America,English,1980,0.0,,"35, 10751",3166
0,6498,da,4.189514,1994-02-25,0.0,107.0,Nightwatch,7.1,51.0,,"Horror, Thriller",Thura Film,Denmark,"Dansk, Español",1994,0.0,,"27, 53",2105
12000000,5923,en,11.354247,1966-12-20,20000000.0,182.0,The Sand Pebbles,7.2,59.0,,"Action, Adventure, Drama, War, Romance","Twentieth Century Fox Film Corporation, Solar Productions, Robert Wise Productions",United States of America,"English, 普通话",1966,1.6666666666666667,,"28, 12, 18, 10752, 10749","306, 599, 6304"
0,15497,en,2.870026,1949-12-21,3225000.0,132.0,Twelve O'Clock High,7.0,31.0,,"War, Action, Drama",Twentieth Century Fox Film Corporation,United States of America,English,1949,inf,,"10752, 28, 18",306
5760000,21876,en,9.891678,1965-06-23,0.0,117.0,Von Ryan's Express,6.7,57.0,,"Action, Drama, History, Thriller, War",P-R Productions Picture,United States of America,"Deutsch, Italiano, English",1965,0.0,,"28, 18, 36, 53, 10752",69791
22000000,11090,en,8.473369,2001-06-01,84772742.0,84.0,The Animal,4.6,310.0,,"Action, Comedy","Revolution Studios, Happy Madison Productions",United States of America,English,2001,3.8533064545454545,,"28, 35","497, 2608"
45000000,14034,en,6.739365,2001-05-31,0.0,94.0,What's the Worst That Could Happen?,5.1,67.0,,"Action, Comedy",Metro-Goldwyn-Mayer (MGM),United States of America,English,2001,0.0,,"28, 35",8411
0,21056,en,1.629476,2000-04-18,512451.0,117.0,Big Eden,6.1,13.0,,"Drama, Romance",Chaiken Films,United States of America,English,2000,inf,,"18, 10749",3895
80000000,9397,en,5.395127,2001-06-08,98376292.0,101.0,Evolution,5.7,650.0,,"Action, Comedy, Science Fiction","DreamWorks SKG, Columbia Pictures Corporation, Montecito Picture Company, The",United States of America,English,2001,1.22970365,,"28, 35, 878","27, 441, 4607"
102000000,9705,en,9.646208,2001-06-07,147080413.0,99.0,Swordfish,6.1,946.0,,"Action, Crime, Thriller","Village Roadshow Pictures, NPV Entertainment, Silver Pictures, Warner Bros., Jonathan Krane Group","Australia, United States of America","Deutsch, English",2001,1.4419648333333333,,"28, 80, 53","79, 172, 1885, 6194, 46458"
0,26475,en,2.668002,2001-05-15,0.0,115.0,The Anniversary Party,6.4,27.0,,"Comedy, Drama","Fine Line Features, Ghoulardi Film Company, Pas de Quoi",United States of America,English,2001,0.0,,"35, 18","8, 178, 84361"
0,56934,en,0.016404,2001-06-08,0.0,99.0,Bride of the Wind,0.0,0.0,,"Romance, Drama, Music",,,English,2001,0.0,,"10749, 18, 10402",
0,29937,cs,1.43661,2000-03-16,0.0,120.0,Divided We Fall,7.6,11.0,,"Comedy, Drama, Family, War","Ceská Televize, Total HelpArt T.H.A.",Czech Republic,"Český, Deutsch",2000,0.0,,"35, 18, 10751, 10752","1083, 13965"
0,49922,en,0.954525,2000-03-10,0.0,95.0,Whatever Happened to Harold Smith?,6.6,8.0,,Comedy,"October Films, Arts Council of England, Intermedia Films, West Eleven Films","United Kingdom, United States of America",English,2000,0.0,,35,"236, 718, 763, 52581"
18000000,10364,en,4.984905,1970-06-24,24911670.0,121.0,Catch-22,6.7,73.0,,"War, Comedy, Drama","Paramount Pictures, Filmways Productions",United States of America,"English, Français, Italiano",1970,1.3839816666666667,,"10752, 35, 18","4, 73862"
650000,32458,en,8.535898,1995-10-28,0.0,53.0,Forgotten Silver,6.9,31.0,,Comedy,"WingNut Films, New Zealand Film Commission, New Zealand On Air",New Zealand,English,1995,0.0,,35,"11, 294, 295"
24000000,1089,en,11.453093,1991-07-12,83531958.0,120.0,Point Break,6.9,861.0,,"Action, Thriller, Crime","20th Century Fox, Largo Entertainment, JVC Entertainment Networks",United States of America,English,1991,3.48049825,,"28, 53, 80","25, 1644, 4248"
0,38043,en,1.096473,1989-07-21,0.0,98.0,Shag,5.9,14.0,,"Comedy, Drama",Palace Pictures,"United Kingdom, United States of America",English,1989,0.0,,"35, 18",927
0,9967,en,9.987072,1983-12-16,27900000.0,105.0,Uncommon Valor,6.2,54.0,,"Action, Adventure, Drama, Thriller",Paramount Pictures,United States of America,English,1983,inf,,"28, 12, 18, 53",4
23000000,17494,en,6.477258,1992-06-26,57138719.0,117.0,Unlawful Entry,5.8,63.0,,"Crime, Thriller","20th Century Fox, Largo Entertainment, JVC Entertainment Networks","Japan, United States of America","English, Español",1992,2.4842921304347825,,"80, 53","25, 1644, 4248"
0,17465,en,4.204661,1986-01-31,0.0,110.0,Youngblood,5.8,50.0,,"Drama, Romance","United Artists, The Guber-Peters Company",United States of America,English,1986,0.0,,"18, 10749","60, 4357"
0,759,en,7.174547,1953-07-14,0.0,91.0,Gentlemen Prefer Blondes,7.1,169.0,,"Comedy, Romance",Twentieth Century Fox Film Corporation,United States of America,"Français, English",1953,0.0,,"35, 10749",306
0,10297,en,6.000494,1953-10-29,0.0,95.0,How to Marry a Millionaire,6.9,117.0,,"Comedy, Romance",Twentieth Century Fox Film Corporation,United States of America,English,1953,0.0,,"35, 10749",306
90000,29393,en,0.837849,1958-10-01,5000000.0,72.0,Macabre,6.1,7.0,,"Horror, Thriller",William Castle Productions,United States of America,English,1958,55.55555555555556,,"27, 53",10324
1800000,10653,en,6.81733,1955-06-01,0.0,105.0,The Seven Year Itch,7.0,184.0,,"Comedy, Drama, Romance","Twentieth Century Fox Film Corporation, Charles K. Feldman Group",United States of America,English,1955,0.0,,"35, 18, 10749","306, 1317"
0,21468,en,4.110337,1954-12-16,0.0,117.0,There's No Business Like Show Business,6.7,28.0,,"Comedy, Drama, Music, Romance",Twentieth Century Fox Film Corporation,United States of America,"English, Español",1954,0.0,,"35, 18, 10402, 10749",306
21000000,9576,en,8.451188,1982-12-16,177200000.0,116.0,Tootsie,6.9,429.0,,"Comedy, Romance","Columbia Pictures Corporation, Mirage Enterprises, Punch Productions, Delphi Films, The Criterion Collection",United States of America,English,1982,8.438095238095238,,"35, 10749","441, 932, 2154, 4267, 10932"
0,22323,en,1.381945,1985-10-01,0.0,91.0,The Boys Next Door,5.9,14.0,,"Action, Crime, Drama, Thriller",Republic Entertainment International,United States of America,English,1985,0.0,,"28, 80, 18, 53",20773
6250000,31935,en,7.710629,1970-05-20,0.0,145.0,Too Late the Hero,6.4,20.0,,"Drama, Action, War","ABC Pictures, Associates & Aldrich Company, The, Palomar Pictures (I)",United States of America,English,1970,0.0,,"18, 28, 10752","634, 19754, 29363"
0,126881,de,0.180645,1998-01-29,0.0,0.0,The Trio,7.0,1.0,,,TLA Releasing,Germany,Deutsch,1998,0.0,,,328
0,52616,en,0.501948,2001-03-16,0.0,116.0,Pavilion of Women,5.3,6.0,,"War, Drama, Romance, Foreign",,,"English, 普通话",2001,0.0,,"10752, 18, 10749, 10769",
